gene_name.GENEID,gene_name.GENENAME,MUT_12DPA_R1,MUT_12DPA_R2,MUT_12DPA_R3,WT_12DPA_R1,WT_12DPA_R2,MUT_14DPA_R1,MUT_14DPA_R2,MUT_14DPA_R3,WT_14DPA_R1,WT_14DPA_R2
ENSMUSG00000030965,Fam175b,11.66,11.56,12.53,9.36,9.12,12.02,11.7,10.63,9.93,13.04
ENSMUSG00000030966,Trim21,2.07,2.33,1.49,3.07,1.47,2.25,2.03,1.73,2.41,2.5
ENSMUSG00000030967,Zranb1,25.34,30.33,28.29,29.13,24.58,46.47,35.18,30.98,27.09,27.37
ENSMUSG00000030968,Pdilt,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030970,Ctbp2,15.46,13.73,19,16.41,15.69,12.61,12.95,13.48,15.07,21.29
ENSMUSG00000030972,Acsm5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030976,Tex36,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030978,Rrm1,27.1,17.33,38.27,13.27,16.92,11.47,14.32,17.24,14.3,23.02
ENSMUSG00000030979,Uros,2.93,1.39,1.76,3.29,3.66,1.29,1.25,1.83,3.33,3.04
ENSMUSG00000030980,Knop1,15.18,14.21,15.91,12.02,12.98,11.65,11.05,9.47,10.31,12.53
ENSMUSG00000030981,Mmp21,0,0,0,0.01,0.03,0,0,0,0.01,0.01
ENSMUSG00000030982,9030624J02Rik,16.06,15.34,16.19,12.79,12.52,14.55,14.42,14.86,12.29,15.22
ENSMUSG00000030983,Bccip,32.02,28.66,29.97,26.77,24.89,30.01,35.83,39.55,29.97,34.91
ENSMUSG00000030986,Dhx32,35.8,38.61,37.38,27.13,24.04,44.92,47.77,43.13,29.45,28.89
ENSMUSG00000030987,Stim1,44.5,45.01,47.9,30.56,31.43,49.77,46.11,48.62,31.74,34.97
ENSMUSG00000030990,Pgap2,51.94,47.39,55.78,33.51,35.04,44.72,48.43,47.98,31.59,34.88
ENSMUSG00000030994,D7Ertd443e,1.49,1.84,1.6,1.32,1.82,1.53,1.38,2.25,1.24,1.6
ENSMUSG00000030996,Art1,0,0,0,0.01,0.02,0,0,0.01,0.05,0
ENSMUSG00000031004,Mki67,38.52,23.52,45.98,15.36,28.09,8.47,7.67,11.73,11.23,21.4
ENSMUSG00000031007,Atp6ap2,55.67,51,57.81,67.18,57.76,62.05,72.17,75.36,65.19,78.62
ENSMUSG00000031010,Usp9x,45.16,47.88,51.4,41.61,36.9,44.65,46.14,48.46,42.49,49.28
ENSMUSG00000031012,Cask,32.24,36.88,32.61,22.25,24.51,29.97,35.21,32.46,25.5,27.29
ENSMUSG00000031015,Swap70,6.09,4.95,5.9,7.31,7.22,3.93,5.41,4.8,8.61,8.56
ENSMUSG00000031016,Wee1,11.47,12.44,11.64,4,7.54,11.34,7.13,9.27,6.89,10.93
ENSMUSG00000031021,Tmem9b,40.63,35.02,42.43,32.23,21.46,41.68,45.38,42.59,26.2,31.78
ENSMUSG00000031022,BC051019,0,0.03,0,0.01,0,0,0,0,0,0
ENSMUSG00000031023,Akip1,12.85,11.86,13.82,7.26,7.32,9.34,11.4,10.46,6.9,8.99
ENSMUSG00000031024,St5,14.36,12.19,12.77,25.76,22.44,6.54,10.53,9.07,19.94,20.9
ENSMUSG00000031026,Trim66,0.04,0.08,0.06,0.06,0.05,0.13,0.07,0.08,0.08,0.04
ENSMUSG00000031027,Stk33,0.02,0.04,0.03,0,0.03,0.03,0.03,0.01,0.07,0.02
ENSMUSG00000031028,Tub,0.03,0.11,0.1,0.05,0.06,0.01,0.08,0.05,0.16,0.09
ENSMUSG00000031029,Eif3f,93.06,87.34,94.84,57.36,55.55,103.22,98.32,112.22,55.52,74.45
ENSMUSG00000031059,Ndufb11,51.45,44.7,47.62,39.36,32.57,42.92,56.86,56.15,42.08,46.48
ENSMUSG00000031060,Rbm10,8.45,7.34,9.46,7.18,7.69,4.78,5.49,5.72,5.16,8.04
ENSMUSG00000031065,Cdk16,32.15,32.76,35.83,25.95,27.21,25.52,26.23,26.56,23.11,28.33
ENSMUSG00000031066,Usp11,0.68,0.53,0.43,0.53,0.69,0.31,0.93,0.69,0.94,0.74
ENSMUSG00000031068,Glrx3,64,48.61,48.96,52.39,44.98,47.98,57.57,63.6,51.89,55.29
ENSMUSG00000031070,Mrgprf,1.7,2.64,2.12,4.87,4.32,0.74,1.78,1.35,3.21,3.32
ENSMUSG00000031072,Oraov1,7.86,6.8,5.94,6.06,5.44,6.81,6.19,4.93,8.02,5.04
ENSMUSG00000031073,Fgf15,0,0,0,0.01,0,0,0,0,0,0
ENSMUSG00000031074,Fgf3,0.02,0.55,0,1.05,1.7,0.15,0.09,0,0.37,0.43
ENSMUSG00000031075,Ano1,47.59,75.14,57.47,16.32,16.72,44.28,50.71,43.75,19.52,23.17
ENSMUSG00000031077,Fadd,3.53,2.9,3.32,3.08,3.33,2.45,2.31,2.51,2.64,3.53
ENSMUSG00000031078,Cttn,74.51,83.29,98.4,64.52,62.45,80.63,69.07,64.5,52.26,52.64
ENSMUSG00000031079,Zfp300,0.17,0.2,0.4,0.2,0.08,0.12,0.08,0.14,0.13,0.23
ENSMUSG00000031085,Gm498,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031089,Slc6a14,30.59,25.39,20.2,11.46,9.31,25.17,26.47,33.2,11.79,14.5
ENSMUSG00000031090,Nadsyn1,2.22,2.22,2.41,1,1.09,1.25,1.19,1.29,1.07,1.19
ENSMUSG00000031093,Dock11,7.97,7.27,7.54,6.09,6.73,7.48,7.2,6.72,6.29,7.16
ENSMUSG00000031095,Cul4b,15.71,13.65,14.63,10.78,11.11,15.25,14.51,14.04,11.84,14.71
ENSMUSG00000031097,Tnni2,0.89,0.77,0.51,0.57,0.75,0.67,0.53,0.43,0.55,0.56
ENSMUSG00000031098,Syt8,1.99,1.34,0.99,1.57,2.95,0.42,1.21,1.25,1.17,2.36
ENSMUSG00000031099,Smarca1,0.22,0.18,0.11,0.55,0.57,0.14,0.29,0.18,0.81,0.91
ENSMUSG00000031101,Sash3,0.33,0.07,0.34,0.22,0.24,0.11,0.23,0.18,0.23,0.22
ENSMUSG00000031103,Elf4,5.63,5.62,6.43,5.21,4.77,3.28,4.31,4.18,4.29,4.31
ENSMUSG00000031104,Rab33a,0.03,0.03,0.03,0,0.06,0,0,0.04,0,0.05
ENSMUSG00000031105,Slc25a14,1.97,1.98,1.23,1.96,0.9,0.85,1.58,2.13,2.17,2.06
ENSMUSG00000031107,Rbmx2,1.82,1.3,1.83,1.35,1.56,1.14,1.46,1.91,1.39,1.75
ENSMUSG00000031109,Enox2,4.15,3.14,4.64,2.75,2.57,2.9,4.37,3.83,2.95,2.61
ENSMUSG00000031111,Igsf1,0.11,0.15,0.02,0.03,0.03,0.01,0.05,0.07,0.02,0.05
ENSMUSG00000031112,Stk26,6.17,4.93,5.77,4.45,5.13,4.63,5.56,5.83,5.11,7.12
ENSMUSG00000031118,1700080O16Rik,0.02,0,0,0.01,0.02,0,0,0,0.03,0.04
ENSMUSG00000031119,Gpc4,21.77,21.77,24.49,12.36,14.23,17.17,22.52,19.49,12.58,17.51
ENSMUSG00000031125,3830403N18Rik,0.02,0,0.08,0.05,0.25,0.46,0.04,0.02,0.04,0.09
ENSMUSG00000031129,Slc9a9,9.01,8.94,5.49,4.18,4.39,7.92,8.78,8.64,6.5,6.95
ENSMUSG00000031130,Brs3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031131,Vgll1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031132,Cd40lg,0,0,0,0,0,0,0.02,0.01,0,0
ENSMUSG00000031133,Arhgef6,1.65,1.24,3.46,2.61,3.06,1.09,2.25,1.94,4.14,3.38
ENSMUSG00000031134,Rbmx,12.46,7.96,9.84,8.77,9.88,5.51,7.29,8.08,10.05,14.01
ENSMUSG00000031137,Fgf13,1.4,0.62,0.96,0.82,0.79,1.59,1.44,0.68,1.26,1.23
ENSMUSG00000031138,F9,0,0,0,0.02,0.01,0,0.01,0,0.01,0
ENSMUSG00000031139,Mcf2,0,0,0,0,0,0,0,0,0.01,0
ENSMUSG00000031142,Cacna1f,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031143,Ccdc22,6.35,6.16,5.52,5.42,4.96,5.52,6.39,5.11,5.37,6.17
ENSMUSG00000031144,Syp,0.2,0.15,0.16,0.12,0.53,0.18,0.21,0.31,0.14,0.26
ENSMUSG00000031145,Prickle3,15.08,14.71,14.51,12.83,12.32,11.91,11.96,12.69,11,12.77
ENSMUSG00000031146,Plp2,335.98,331.09,366.56,215.43,215.42,287.13,320.05,296.38,186.78,233.2
ENSMUSG00000031147,Magix,0.37,0.14,0.06,0.36,0.6,0.02,0.25,0.28,0.48,0.39
ENSMUSG00000031148,Gpkow,14.49,13.13,13.9,11.64,10.46,10.64,11.96,12.02,10.55,14.01
ENSMUSG00000031149,Praf2,4.74,3.96,5.86,8.47,10.8,1.9,3.38,3.54,8.33,8.49
ENSMUSG00000031150,Ccdc120,51.64,62.87,55.57,41.81,36.25,77.69,74.96,70.38,31.12,34.48
ENSMUSG00000031153,Gripap1,8.8,8.15,9.04,7.93,8.73,6.5,5.34,6.29,6.76,8.07
ENSMUSG00000031154,Otud5,21.95,22.9,22.73,20.94,23.34,23.7,21.41,21.06,19.61,18.54
ENSMUSG00000031155,Pim2,3.64,3.16,2.52,1.99,2.47,2.13,1.76,2.96,2.1,2.67
ENSMUSG00000031156,Slc35a2,11.1,8.87,10.95,9.17,12.3,7.01,8.8,8.15,7.38,8.27
ENSMUSG00000031157,Pqbp1,18.14,16.72,22.28,15.73,15.65,17.29,16.07,15.13,12.13,14.52
ENSMUSG00000031158,Timm17b,15.51,12.11,12.27,12.34,10.39,10.38,12.91,14.31,13.5,14.19
ENSMUSG00000031160,Eras,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031161,Hdac6,2.65,2.8,3.41,3.11,3.54,2.09,2.41,2.31,3.31,3.05
ENSMUSG00000031162,Gata1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031163,Glod5,0.03,0,0,0,0,0,0,0,0,0
ENSMUSG00000031165,Was,0.58,0.16,0.98,0.55,0.39,0.36,0.49,0.37,0.52,0.36
ENSMUSG00000031166,Wdr13,15.59,18.77,15.55,10.52,11.31,17.26,16.67,18.26,11.56,12.47
ENSMUSG00000031167,Rbm3,524.76,408.24,487.55,359.34,263.38,490.87,558.84,561.74,442.78,446.92
ENSMUSG00000031168,Ebp,33.49,33.99,35.81,25.64,27.23,35.39,32.52,33.6,23.15,28.18
ENSMUSG00000031169,Porcn,7.7,7.77,8.1,6.05,6.8,6.07,7.19,6.06,4.92,5.35
ENSMUSG00000031170,Slc38a5,0.01,0,0.02,0,0,0,0.01,0.01,0,0
ENSMUSG00000031171,Ftsj1,9.68,7.55,9.38,6.85,7.02,7.38,6.74,8.07,6.39,8.33
ENSMUSG00000031173,Otc,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031174,Rpgr,1.77,1.4,1.68,1.4,1.15,1.27,1.75,1.2,1.24,1.54
ENSMUSG00000031176,Dynlt3,97.97,78.33,87.65,75.64,48.6,90.42,103.27,100.17,79.58,85.84
ENSMUSG00000031179,3830417A13Rik,0,0,0,0.01,0.01,0,0,0.02,0.01,0
ENSMUSG00000031181,Ctag2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031182,4930447F04Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031189,Aff2,0.26,0.18,0.21,0.68,0.47,0.17,0.28,0.17,0.7,0.79
ENSMUSG00000031194,4931400O07Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031196,F8,0.33,0.15,0.61,0.16,0.33,0.31,0.28,0.33,0.21,0.32
ENSMUSG00000031197,Vbp1,22.1,17.18,18.13,21.39,14.74,17.11,26.64,25.88,23.58,24.18
ENSMUSG00000031198,Fundc2,28.94,22.77,20.03,18,13.97,25.44,21.78,26.67,16.06,21.19
ENSMUSG00000031200,Mtcp1,1.53,0.9,0.89,1.38,1.35,0.82,0.88,0.98,1.78,1.86
ENSMUSG00000031201,Brcc3,10.71,11.36,10.16,10.47,9.38,11.07,12.45,12.49,10.42,11.17
ENSMUSG00000031202,Rab39b,0.05,0.05,0.05,0.19,0.43,0.02,0.03,0.01,0.25,0.3
ENSMUSG00000031204,Asb12,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031207,Msn,87.32,75.39,127.37,92.1,90.07,53.76,62.17,64.8,80.6,80.88
ENSMUSG00000031209,Heph,9.13,10.61,8.02,8.18,10.96,7.03,11.94,9.68,8.55,11.78
ENSMUSG00000031210,Gpr165,0.01,0.02,0,0,0,0,0,0,0,0
ENSMUSG00000031212,Pgr15l,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031214,Ophn1,7.97,7.92,7.15,6.33,6.39,8.34,8.13,8.87,7.66,8.55
ENSMUSG00000031216,Stard8,0.74,0.38,0.68,1.37,1.09,0.22,0.4,0.94,1.01,0.91
ENSMUSG00000031217,Efnb1,27.43,37.5,35.89,35.79,37.23,30.26,33.07,30.32,25.22,31.67
ENSMUSG00000031220,Awat2,0.23,0.12,0.14,0.11,0.13,0.16,0.11,0.19,0.11,0.19
ENSMUSG00000031221,Igbp1,44.56,38.84,44.18,29.76,23.02,48.26,47.97,45.9,29.11,36.29
ENSMUSG00000031224,Magee2,0.04,0.01,0.04,0.02,0.06,0.01,0.02,0.01,0.01,0.03
ENSMUSG00000031226,Pbdc1,8.24,5.85,7.63,5.78,5.16,4.99,6.48,5.89,4.48,8.78
ENSMUSG00000031227,Magee1,0.99,1.04,1.28,1.41,1.42,0.64,0.98,0.83,1.1,1.77
ENSMUSG00000031229,Atrx,28.33,25.55,30.01,31,26.12,20.56,28.55,26.23,31.42,35.14
ENSMUSG00000031230,Fgf16,0.05,0.13,0,0.07,0.01,0.06,0.11,0.07,0.02,0.06
ENSMUSG00000031231,Cox7b,90.39,67.31,70.59,76.88,53.99,59.11,87.25,104.82,89.14,80.63
ENSMUSG00000031232,Magt1,11.38,9.06,11.83,10.91,12.05,8.56,8.9,10.87,10.18,12.11
ENSMUSG00000031233,Pgk2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031239,Itm2a,4.23,3.1,2.78,29.32,31.17,1.81,8.02,6.31,24.63,17.77
ENSMUSG00000031241,Tbx22,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031242,2610002M06Rik,1.89,1.66,1.94,2.03,1.53,1.3,1.69,1.83,1.97,2.28
ENSMUSG00000031245,Hmgn5,5.88,5.61,5.84,2.84,3.87,3.69,3.7,3.85,2.66,4.43
ENSMUSG00000031246,Sh3bgrl,12.29,7.92,10.72,16.94,13.65,5.85,12.88,12.06,18.42,17.8
ENSMUSG00000031250,Tnmd,1.81,1.17,1.22,3.23,3.36,0.37,3.12,1.48,5.19,6.4
ENSMUSG00000031253,Srpx2,2.94,3.57,5.23,8.76,7.35,1.07,3.94,2.47,7.21,6.5
ENSMUSG00000031255,Sytl4,0.79,0.6,0.46,0.78,1.48,0.44,0.84,0.66,1.34,1.52
ENSMUSG00000031256,Cstf2,15.33,13.07,15.13,9.81,9.94,11.19,9.85,12.16,8.85,13.03
ENSMUSG00000031257,Nox1,0.09,0.07,0.05,0.15,0.29,0.04,0.05,0.05,0.14,0.12
ENSMUSG00000031258,Xkrx,18.66,25.4,21.68,27.51,19.66,36.88,27.04,25.43,19.56,16.25
ENSMUSG00000031262,Cenpi,4.61,3.06,3.93,1.86,1.67,3.28,3.6,4.34,2.57,2.57
ENSMUSG00000031264,Btk,0.46,0.14,0.82,0.25,0.36,0.11,0.2,0.15,0.23,0.24
ENSMUSG00000031266,Gla,2.61,1.76,4.15,1.99,1.88,1.67,2.18,2.28,2.24,2.64
ENSMUSG00000031270,4930513O06Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031271,Serpina7,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031273,Col4a6,8.22,8.73,7.09,10.62,8.34,6.26,9.11,11.39,8.61,9.65
ENSMUSG00000031274,Col4a5,14.83,17.02,9.27,18.6,19.54,12.8,16.36,19.46,18.62,18
ENSMUSG00000031278,Acsl4,6.24,5.39,8.75,5.57,6.19,4.94,6.06,6.53,5.97,8.17
ENSMUSG00000031283,Chrdl1,0.6,0.88,1.24,1.23,0.77,0.05,0.99,0.24,1.39,0.98
ENSMUSG00000031284,Pak3,5.38,5.32,6.35,2.06,1.62,6.49,6.07,4.92,1.77,1.87
ENSMUSG00000031285,Dcx,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031286,Glt28d2,10.33,9.52,8.38,8.26,6.51,10.55,12.08,11.55,7.9,7.3
ENSMUSG00000031289,Il13ra2,0.38,0.17,0.33,0,0.16,0.09,0.25,0.17,0.08,0.25
ENSMUSG00000031290,Lrch2,0.43,0.29,0.34,0.61,0.53,0.1,0.23,0.19,0.62,1.15
ENSMUSG00000031292,Cdkl5,1.69,1.68,1.95,1.19,1.07,1.59,1.41,1.33,0.93,1.6
ENSMUSG00000031293,Rs1,0,0.05,0,0.08,0.07,0,0.01,0,0.03,0.01
ENSMUSG00000031295,Phka2,5.16,4.84,5.32,3.64,4.69,3.74,4.11,4.65,4.88,6.66
ENSMUSG00000031297,Slc7a3,0.26,0.04,0.04,0.04,0.12,0.02,0.01,0.01,0.04,0.08
ENSMUSG00000031298,Gpr64,2.01,2.74,1.47,1.27,0.91,1.98,2.18,2.06,1.14,1.09
ENSMUSG00000031299,Pdha1,38.66,36.14,44.64,30.7,30.78,33.89,32.64,35.5,29.9,40.42
ENSMUSG00000031302,Nlgn3,0.05,0.08,0.06,0.27,0.09,0.02,0.15,0.07,0.19,0.15
ENSMUSG00000031303,Map3k15,0.1,0.1,0.12,0.06,0.14,0.06,0.08,0.09,0.09,0.04
ENSMUSG00000031304,Il2rg,2.09,1.39,3.57,2.54,2.6,0.45,0.95,1.29,2.33,2.88
ENSMUSG00000031309,Rps6ka3,25.46,26.29,29.12,20.79,25.8,33.94,25.52,27.07,20.94,25.69
ENSMUSG00000031310,Zmym3,4.39,4.94,4.77,3.01,4.38,3.58,4.36,4.67,3.98,4.77
ENSMUSG00000031311,Nono,71.15,61.95,78.57,52.45,62.19,57.53,57.63,59,47.42,63.1
ENSMUSG00000031312,Itgb1bp2,0.32,0.24,0.19,0.24,0.11,0.23,0.12,0.25,0.34,0.57
ENSMUSG00000031314,Taf1,9.67,8.81,9.95,7.8,8.67,7.01,8.23,7.28,6.57,8.58
ENSMUSG00000031320,Rps4x,841.06,722.4,771.81,526.52,438.52,814.02,964.8,1016.95,489.89,653.11
ENSMUSG00000031323,Dmrtc1a,0.07,0.02,0.08,0,0.03,0.07,0.13,0.04,0.02,0.01
ENSMUSG00000031326,Cdx4,0.01,0,0.01,0.03,0,0,0,0.02,0.03,0
ENSMUSG00000031327,Chic1,0.26,0.17,0.37,0.79,0.48,0.13,0.24,0.49,0.84,0.74
ENSMUSG00000031328,Flna,132.47,84.76,158.38,109.31,126.6,59.71,84.81,73.3,116.94,121.04
ENSMUSG00000031329,Tsx,0,0.02,0,0.09,0,0,0,0,0.07,0.02
ENSMUSG00000031330,Zcchc13,0.03,0.03,0,0,0.02,0,0,0,0,0
ENSMUSG00000031333,Abcb7,10.49,8.21,8.95,7.51,7.41,8.88,8.86,8.57,7.72,10.7
ENSMUSG00000031337,Mtm1,9.24,8.3,7.77,7.71,6.5,6.1,7.58,9.52,8.84,10.65
ENSMUSG00000031340,Gabre,0.17,0.12,0.19,0.23,0.09,0.1,0.22,0.04,0.2,0.15
ENSMUSG00000031342,Gpm6b,3.3,2.53,4.14,5.62,6.53,0.99,4.21,2.83,7.38,12.28
ENSMUSG00000031343,Gabra3,0,0,0,0,0.02,0,0.01,0,0,0.05
ENSMUSG00000031344,Gabrq,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031347,Cetn2,13.62,10.35,13.17,12.11,8.91,10.56,14.28,13.57,11.6,13.65
ENSMUSG00000031349,Nsdhl,13.48,13.66,13.59,11.35,10.67,10.31,12.99,13.28,8.06,12.13
ENSMUSG00000031351,Zfp185,40.36,31.77,33.95,36.73,36.41,33.04,33.46,32.62,29.23,46.05
ENSMUSG00000031352,Hccs,3.83,2.91,4.54,4.61,4.59,2.64,3.58,4.55,3.81,5.36
ENSMUSG00000031353,Rbbp7,66.29,50.03,61.77,42.03,38.77,48.06,51.51,60.99,41.22,54.68
ENSMUSG00000031354,Amelx,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031355,Arhgap6,0.25,0.28,0.42,0.61,0.52,0.12,0.49,0.3,0.75,0.69
ENSMUSG00000031357,Syap1,22.66,20.44,20.87,21.9,16.76,24.07,28.47,26.2,22.21,22.57
ENSMUSG00000031358,Msl3,19.8,18.2,19.56,13.44,12.42,16.33,18,18.28,12.87,16.82
ENSMUSG00000031360,Ctps2,4.7,4.29,5.07,4.34,3.51,2.26,4.33,3.25,6.23,8.31
ENSMUSG00000031362,Xlr4c,0.35,0.71,0.35,0.66,0.29,1.87,1.14,1.1,0.44,0.33
ENSMUSG00000031364,Grpr,0.02,0.02,0.01,0.01,0.01,0.02,0,0,0.01,0.02
ENSMUSG00000031365,Zfp275,2.13,1.84,2.39,2.64,2.89,1.09,1.82,1.97,2.54,3.06
ENSMUSG00000031367,Ap1s2,2,1.5,1.65,4.06,3.5,1.22,2.07,1.45,5.62,5.17
ENSMUSG00000031370,Zrsr2,8.12,6.99,8.04,7,6.76,6.3,4.99,6.86,5.98,6.58
ENSMUSG00000031371,Haus7,13.1,11.55,11.28,9.43,6.2,8.45,10.65,11.16,8.59,10.76
ENSMUSG00000031372,Trex2,72.13,75.17,49.27,94.63,63.4,98.09,86.42,74.34,61.7,52.29
ENSMUSG00000031373,Car5b,2.82,3.54,3.4,2.79,2.14,2.72,3.49,3.4,2.67,2.44
ENSMUSG00000031374,Zfp92,0.01,0.02,0.02,0,0.03,0,0.02,0,0,0.03
ENSMUSG00000031375,Bgn,118.76,120.38,165.12,313.3,332.91,51.4,175.05,109.63,254.58,279.19
ENSMUSG00000031376,Atp2b3,0.01,0.02,0,0,0.02,0.01,0.02,0.01,0.05,0.03
ENSMUSG00000031377,Bmx,0.18,0.15,0.27,0.18,0.31,0.1,0.19,0.26,0.47,0.45
ENSMUSG00000031378,Abcd1,1.03,0.77,1.3,1.62,1.86,0.28,0.9,0.78,1.67,1.81
ENSMUSG00000031379,Pir,12.14,14.99,10.81,11.73,8.02,14.99,15.57,17.69,11.81,10.65
ENSMUSG00000031380,Figf,2.09,3.21,2.79,1.01,1.15,3.07,1.94,2.7,1.51,1.84
ENSMUSG00000031381,Piga,5.43,4.18,4.93,5.29,4.64,4.67,4.37,5.06,4.82,5.54
ENSMUSG00000031382,Asb11,0.05,0.18,0.07,0.08,0.06,0.15,0.01,0.07,0.02,0.03
ENSMUSG00000031383,Dusp9,0.55,0.5,0.89,0.68,0.92,0.37,0.52,0.47,0.63,0.62
ENSMUSG00000031384,Asb9,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385,Plxnb3,0.03,0.04,0.04,0.06,0.05,0.03,0.08,0.08,0.18,0.09
ENSMUSG00000031386,Hcfc1,16.52,17.98,22.16,16.17,18.05,15.59,14.83,14.68,10.9,14.88
ENSMUSG00000031387,Renbp,2.72,1.52,2.96,2.4,3.17,0.57,1.95,0.65,2.18,1.78
ENSMUSG00000031388,Naa10,42.26,30.99,41.44,25.24,25.41,37.2,36.4,39.16,24.53,31.73
ENSMUSG00000031389,Arhgap4,0.6,0.28,0.5,0.38,0.44,0.22,0.29,0.25,0.85,0.55
ENSMUSG00000031390,Avpr2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031391,L1cam,10.14,8.31,10.23,7.61,8.77,9.18,5.37,6.21,8.77,13.03
ENSMUSG00000031392,Irak1,23.47,26.2,30.41,17.81,20.2,23.6,23.81,22.72,20.73,23.11
ENSMUSG00000031393,Mecp2,8.68,9.59,10.55,8.41,9.07,7.76,8.03,6.87,6.86,8.19
ENSMUSG00000031394,Opn1mw,0,0.04,0,0,0,0,0,0,0,0.1
ENSMUSG00000031397,Tktl1,0,0,0,0,0,0.01,0,0.01,0.01,0
ENSMUSG00000031398,Plxna3,4.11,3.63,3.54,2.68,2.92,3.03,2.75,3.54,3.44,2.9
ENSMUSG00000031399,Fam3a,9.81,10.37,10.27,8.37,9.83,10.19,10.22,11.03,7.57,10.71
ENSMUSG00000031400,G6pdx,64.02,66.1,61.84,51.42,54.18,68.85,56.93,58.85,44.87,56.79
ENSMUSG00000031402,Mpp1,23.55,18.9,19.44,17.68,15.8,15.52,15.33,22.4,16.44,18.83
ENSMUSG00000031403,Dkc1,32.92,30.46,36.07,19.22,21.66,27,24.88,26.45,15.83,27.51
ENSMUSG00000031409,Tceal6,0,0,0,0.01,0,0,0,0,0,0
ENSMUSG00000031410,Nxf7,0.2,0.09,0.02,0,0,0,0.02,0,0,0
ENSMUSG00000031411,Prame,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031422,Morf4l2,145.31,130.13,156.94,133.83,112.17,145.38,153.73,148.1,142.13,139.01
ENSMUSG00000031424,Kir3dl1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031425,Plp1,1.05,0.79,0.97,1.03,0.61,0.36,1.14,0.86,0.98,1.05
ENSMUSG00000031428,Zcchc18,0.03,0.09,0,0.05,0.09,0.03,0.09,0.01,0.15,0.09
ENSMUSG00000031429,Psmd10,9.84,6.74,9.75,8.78,6.24,6.43,10.41,8.78,7.68,8.15
ENSMUSG00000031430,Vsig1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031431,Tsc22d3,48.43,67.93,42.19,17.26,28.1,85.52,41.65,42.44,38.44,61.25
ENSMUSG00000031432,Prps1,11.4,8.51,11.66,10.61,7.05,8.55,8.9,11.08,10.9,10.13
ENSMUSG00000031433,Rbm41,2.8,2.14,2.47,3.12,2.38,1.95,2.63,2.64,2.98,3.7
ENSMUSG00000031434,Morc4,2.63,1.72,2.85,1.61,2.1,1.18,1.61,1.76,1.48,1.67
ENSMUSG00000031438,Rnf128,0.73,0.53,0.89,1.95,3.59,0.39,0.54,0.59,1.98,4.18
ENSMUSG00000031441,Atp11a,23.25,27.4,25.97,24.23,27.12,20.07,19.03,18.94,19.57,21.98
ENSMUSG00000031442,Mcf2l,2.54,2.63,2.85,1.91,1.96,1.89,2.68,2.23,1.88,3.41
ENSMUSG00000031443,F7,0.02,0.03,0.14,0.02,0.03,0,0.01,0,0.09,0.03
ENSMUSG00000031444,F10,0.09,0.03,0.76,0.04,0.01,0.16,0.14,0.12,0.04,0.01
ENSMUSG00000031445,Proz,0,0.01,0,0,0,0.01,0,0,0,0.01
ENSMUSG00000031446,Cul4a,27.58,25.14,27.15,21.48,22.2,22.84,24.13,23.33,21.55,26.29
ENSMUSG00000031447,Lamp1,201.94,187.92,189.12,154.05,148.67,182.05,200.27,195.52,147.31,183.45
ENSMUSG00000031448,Adprhl1,0.04,0.13,0.03,0.02,0.02,0.04,0.03,0.01,0.03,0.02
ENSMUSG00000031449,Atp4b,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031450,Grk1,0,0.02,0,0.01,0,0.01,0.01,0,0,0.01
ENSMUSG00000031451,Gas6,57.02,53.18,60.86,42.28,47.52,47.98,49.48,58.82,38.9,57.16
ENSMUSG00000031452,1700029H14Rik,0.06,0.07,0.03,0.04,0.02,0,0.18,0,0,0.04
ENSMUSG00000031453,Rasa3,5.35,4.72,6.61,6.03,5.14,3.88,5.48,3.53,8.2,8.16
