gene_name.GENEID,gene_name.GENENAME,MUT_12DPA_R1,MUT_12DPA_R2,MUT_12DPA_R3,WT_12DPA_R1,WT_12DPA_R2,MUT_14DPA_R1,MUT_14DPA_R2,MUT_14DPA_R3,WT_14DPA_R1,WT_14DPA_R2
ENSMUSG00000027954,Efna1,43.91,46.96,36.82,39.07,37.95,34.37,48.82,52.97,38.23,50.24
ENSMUSG00000027955,Fam198b,3.71,2.2,3.83,6.39,7.97,0.82,3.26,2.32,7.51,8.11
ENSMUSG00000027956,Tmem144,1.8,1.57,1.6,1.11,1.71,1.43,1.87,1.62,1.65,1.53
ENSMUSG00000027957,Slc35a3,11.99,9.81,12.1,9.89,8.51,9.06,11.98,12.49,13.58,12.88
ENSMUSG00000027959,Sass6,2.77,1.87,3.05,1.84,2.25,1.13,1.07,1.74,1.97,2.82
ENSMUSG00000027961,Lrrc39,0,0,0.01,0,0,0,0,0.02,0.01,0
ENSMUSG00000027962,Vcam1,1.23,0.96,1.19,3.68,2.53,0.59,1.86,0.95,3.49,4.18
ENSMUSG00000027963,Extl2,3.3,2.79,3.93,2.57,4.38,2.62,3.01,2.87,3.06,3.6
ENSMUSG00000027965,Olfm3,0,0,0,0,0,0,0.02,0.01,0,0
ENSMUSG00000027966,Col11a1,7.12,4.81,8.67,31.65,34.01,1.9,9.46,2.98,30.96,21.55
ENSMUSG00000027967,Neurog2,0.01,0.01,0,0.01,0,0,0,0,0,0
ENSMUSG00000027968,Larp7,6.69,5.88,7.34,4.79,5.59,4.46,5.68,4.73,3.74,5.14
ENSMUSG00000027971,Ndst4,0.01,0,0.05,0,0,0.02,0,0,0.01,0
ENSMUSG00000027973,1700006A11Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027977,Ndst3,0.23,0.08,0.23,0.09,0.1,0.04,0.08,0.08,0.29,0.22
ENSMUSG00000027978,Prss12,6.96,3.04,12.25,1.67,1.73,1.95,2.93,0.93,2.43,2.3
ENSMUSG00000027981,Rnpc3,8.08,6.24,7.53,5.86,6.79,5.18,7.32,6.28,7.96,10.52
ENSMUSG00000027983,Cyp2u1,0.43,0.4,0.51,0.64,0.88,0.33,0.57,0.28,0.51,0.47
ENSMUSG00000027984,Hadh,122.74,87.98,83.77,62.21,39.26,76.09,95.88,84.21,68.46,76.39
ENSMUSG00000027985,Lef1,0.37,0.29,0.24,2.76,7.7,0.13,0.35,0.52,3.08,12
ENSMUSG00000027993,Trim2,14.35,17.14,18.17,19.2,22.19,17.07,16.16,18.08,21.8,27.51
ENSMUSG00000027994,Ccdc109b,8.13,10.83,13.42,20.28,18.29,9.68,15.71,12.97,18.19,21.69
ENSMUSG00000027995,Tlr2,1.09,0.76,2.48,1.26,0.88,0.44,1.09,0.64,1.01,0.89
ENSMUSG00000027996,Sfrp2,1.69,0.9,4.99,3.75,8.2,0.57,1.99,1.23,8.05,13.99
ENSMUSG00000027997,Casp6,8.53,5.59,9.81,5.93,6.42,4.14,5.84,4.75,5.28,6.44
ENSMUSG00000027998,Plrg1,19.23,15.95,17.82,15.19,12.94,13.08,16.1,15.67,13.35,16.76
ENSMUSG00000027999,Pla2g12a,8.8,9.79,11.07,5.3,7.75,9.66,8.69,9.17,5.66,9.73
ENSMUSG00000028001,Fga,0,0,0.01,0,0,0,0,0,0,0
ENSMUSG00000028003,Lrat,0.13,0.19,0.42,0.23,0.44,0.05,0.1,0.07,0.19,0.42
ENSMUSG00000028004,Npy2r,0.02,0.04,0.03,0.07,0.18,0.04,0.03,0.02,0.05,0.25
ENSMUSG00000028005,Gucy1b3,0.44,0.41,0.63,1.03,1.06,0.21,0.75,0.41,1.5,2.02
ENSMUSG00000028007,Snx7,14.05,14.85,18.7,14.33,12.23,12.38,18.28,15.28,15.48,18.87
ENSMUSG00000028008,Asic5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028010,Gar1,40.7,42.87,50.93,30.66,31.69,40.01,32.5,36.55,17.58,27.71
ENSMUSG00000028011,Tdo2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028012,Rrh,0.17,0.15,0.17,0.17,0.13,0.19,0.15,0.08,0.18,0.33
ENSMUSG00000028013,Ppa2,23.41,19.2,21.3,16.54,16.02,20.95,24.58,25.96,18.15,24.78
ENSMUSG00000028015,Ctso,1.69,1.71,1.27,2.56,2.43,1.18,2.54,1.92,2.63,2.95
ENSMUSG00000028016,Ints12,10.6,9.78,10.98,8.05,6.78,10.5,11.13,11.95,7.96,10.07
ENSMUSG00000028017,Egf,0.21,0.16,0.1,0.18,0.22,0.09,0.13,0.12,0.18,0.13
ENSMUSG00000028018,Gstcd,5.02,4.28,5.68,3.78,3.61,3.87,3.45,3.93,3.79,5.54
ENSMUSG00000028019,Pdgfc,5.42,5.5,5.02,9.71,9,3.49,8.46,6.86,9.16,7.35
ENSMUSG00000028020,Glrb,0.84,0.79,0.8,1.18,1,0.63,1.09,0.98,1.17,1.18
ENSMUSG00000028023,Pitx2,0.02,0,0.02,0.01,0.06,0,0,0,0.05,0.05
ENSMUSG00000028024,Enpep,0.08,0.09,0.26,0.44,0.2,0.08,0.18,0.23,0.4,0.51
ENSMUSG00000028028,Alpk1,2.15,1.42,0.94,2.83,2.05,1.64,0.82,1.56,3.06,2.66
ENSMUSG00000028029,Aimp1,37.54,29.17,29.36,29.15,26.32,32.41,35.91,38.41,30.25,30.79
ENSMUSG00000028030,Tbck,7.87,7.74,7.61,6.71,6.53,6.77,6.89,6.83,6.27,7.47
ENSMUSG00000028031,Dkk2,1.08,1.05,1.1,2.7,2.5,0.83,2.42,1.46,3.62,3.11
ENSMUSG00000028032,Papss1,37.23,31.55,38.69,25.84,21.67,25.34,31.53,28.11,21.76,27.41
ENSMUSG00000028033,Kcnq5,0.1,0.07,0.14,0.06,0.02,0.08,0.11,0.02,0.02,0.05
ENSMUSG00000028034,Fubp1,30.98,28.39,31.39,35.81,36.99,21.4,24.61,23.17,35.16,44.87
ENSMUSG00000028035,Dnajb4,18.02,18.38,19.61,17,17.47,25.42,19.25,19.78,16.88,20.88
ENSMUSG00000028036,Ptgfr,0.92,0.8,1.33,1.58,1.37,0.55,1.76,1.44,1.52,1.94
ENSMUSG00000028037,Ifi44,0.04,0,0,0.57,0.1,0.01,0.01,0.05,0.2,0.19
ENSMUSG00000028039,Efna3,95.5,109.41,88.81,69.72,66.25,108.22,94.24,103.88,63.37,74.77
ENSMUSG00000028040,Efna4,18.72,20.14,18.35,15.81,13.89,16.52,16.4,21.16,13.54,18.65
ENSMUSG00000028041,Adam15,107.65,121.64,115.41,95.61,85.75,102.82,102.36,98.34,75.04,85.61
ENSMUSG00000028042,Zbtb7b,54.79,57.32,75.52,57.45,45.82,70.57,38.57,71.63,42.48,54.23
ENSMUSG00000028044,Cks1b,28.08,15.74,26.93,14.96,15.78,13.84,16.23,18.09,13,20.92
ENSMUSG00000028047,Thbs3,9.98,8.04,16.01,9.23,11.21,5.4,11.49,7.5,10.53,10.87
ENSMUSG00000028048,Gba,121.61,132.91,101.68,83.4,67.77,142.66,121.77,119.76,68.43,75.32
ENSMUSG00000028049,Scamp3,23.38,22.76,24.03,20.03,25.14,17.55,17.93,17.83,17.34,20.35
ENSMUSG00000028051,Hcn3,0.05,0.1,0.05,0.01,0.05,0.02,0.06,0.09,0,0.03
ENSMUSG00000028053,Ash1l,16.96,18.65,20.13,16.58,16.18,14.94,13.9,13.43,13.33,17.71
ENSMUSG00000028057,Rit1,28.12,28.31,26.63,33.65,19.7,35.22,38.77,39.18,28.31,28.27
ENSMUSG00000028059,Arhgef2,7.53,6.25,9.25,10.04,10.41,3.27,6.22,4.54,10.64,10.33
ENSMUSG00000028060,2810403A07Rik,11.21,11.87,10.97,16.15,13.46,8.82,11.24,8.02,14.35,15.59
ENSMUSG00000028062,Lamtor2,66.17,54.3,56.16,48.6,38.4,55.47,54.33,56.56,40.44,49.6
ENSMUSG00000028063,Lmna,475.89,606.58,628.66,364.42,342.08,411.02,500.9,535.51,325.19,384.72
ENSMUSG00000028064,Sema4a,31.56,25.15,27.98,18.17,20.49,22.68,18.79,23.76,12.55,21.82
ENSMUSG00000028066,Pmf1,27.31,17.83,28.85,12.32,15.53,12.13,15.06,18.37,12.12,18.4
ENSMUSG00000028068,Iqgap3,6.42,2.87,7.85,2.26,3.52,1.51,1.44,2.66,2.42,3.53
ENSMUSG00000028069,Gpatch4,4.76,4.93,6.7,3.82,5.27,4.36,5.58,4.9,4.79,6.21
ENSMUSG00000028070,Apoa1bp,23.08,16.73,19.14,17.69,14.17,14.82,21.47,20.92,19.26,18.41
ENSMUSG00000028071,Sh2d2a,0.02,0.02,0.03,0.04,0.02,0,0.02,0.1,0.07,0.08
ENSMUSG00000028072,Ntrk1,0,0,0,0,0.01,0,0,0.01,0,0
ENSMUSG00000028073,Pear1,0.78,0.96,1.88,2.67,3.13,0.95,1.26,0.55,4.01,3.89
ENSMUSG00000028076,Cd1d1,1.9,1.29,1.16,2.48,2.35,0.89,1.64,0.98,3.74,2
ENSMUSG00000028078,Dclk2,0.17,0.2,0.17,1.15,0.94,0.24,0.31,0.33,1.03,1.02
ENSMUSG00000028080,Lrba,17.08,16.71,17.44,11.2,11.37,17.71,15.9,16.65,13,15.24
ENSMUSG00000028081,Rps3a1,1196.02,461.21,1086.05,516.83,533.88,928.4,970.31,1042.97,761.98,864.06
ENSMUSG00000028082,Sh3d19,21.57,27.25,21.42,29.03,27.43,19.84,19.27,20.77,19.2,23.04
ENSMUSG00000028085,Gatb,4.82,2.93,2.95,2.79,3.42,2.46,4.26,4.63,3.02,4.87
ENSMUSG00000028086,Fbxw7,11.63,13.46,15.73,9.34,10.07,11.13,12.03,11.57,8.16,9.91
ENSMUSG00000028088,Fmo5,4.24,2.47,3.15,1.6,1.37,3.51,2.64,3.58,2.58,2.04
ENSMUSG00000028089,Chd1l,6.74,5.95,7.16,2.55,2.72,5.98,5.55,5.55,3.43,3.49
ENSMUSG00000028093,Acp6,8.78,8.03,8.77,7.13,8.28,6.05,6.07,7.29,7.23,11.2
ENSMUSG00000028096,Gpr89,12.91,11.5,11.93,10.95,9.12,11.42,11.73,13.03,8.93,10.89
ENSMUSG00000028098,Rnf115,12.08,12.56,14.26,10.58,9.16,13.54,13.41,13.53,10.22,11.93
ENSMUSG00000028099,Polr3c,11.68,10.74,11.39,8.36,8.64,10.65,10.2,9.88,7.5,10.09
ENSMUSG00000028100,Nudt17,2.48,1.46,2.43,1.69,1.07,2.46,3.02,3.28,1.27,1.53
ENSMUSG00000028101,Pias3,16.35,17.99,18.74,17.11,13.71,19.08,19.16,17.15,16.19,18.82
ENSMUSG00000028102,Pex11b,12.6,12.54,13.4,9.11,8.22,9.64,13.85,12.16,9.91,10.63
ENSMUSG00000028104,Polr3gl,4.9,3.83,4.12,2.82,3.09,2.89,5.44,3.89,3.8,4.26
ENSMUSG00000028106,Rprd2,16.7,16.95,19.25,14,13.69,14.19,15.26,14.69,12.91,17.47
ENSMUSG00000028107,Tars2,9.62,8.89,10.3,8.53,7.53,7.7,7.71,7.94,9.24,11.87
ENSMUSG00000028108,Ecm1,159.37,204.65,269.86,286.37,204.49,290.91,211.44,202.33,217.35,160.38
ENSMUSG00000028109,Hormad1,0,0,0,0.01,0,0,0,0,0,0
ENSMUSG00000028111,Ctsk,78.02,49.48,418.89,121.25,117.45,26.52,79.43,139.03,83.93,103.81
ENSMUSG00000028114,Mettl14,10.43,10.02,10.8,6.49,5.49,8.26,7.99,8.33,5.6,7.6
ENSMUSG00000028115,Bnipl,55.81,51.35,41.8,48.66,34.37,50.99,58.37,60.64,41.19,39.39
ENSMUSG00000028116,Myoz2,0.01,0.09,0,0.07,0,0,0.02,0,0.01,0
ENSMUSG00000028121,Bcar3,9.55,10.78,8.29,3.79,5.7,8.11,7.06,4.37,6.49,6.6
ENSMUSG00000028124,Gclm,41.62,38.94,45.38,40.09,42.74,52.94,44.69,40.21,44.23,59.95
ENSMUSG00000028125,Abca4,0.12,0.08,0.21,0.27,0.33,0.21,0.12,0.46,0.6,0.28
ENSMUSG00000028126,Pip5k1a,21.02,22.26,22.55,26.34,24.51,33.28,28.98,28.35,24.23,23.37
ENSMUSG00000028127,Abcd3,41.61,40.73,38.39,26.74,30.38,36.38,37.04,39.22,27.96,49.86
ENSMUSG00000028128,F3,50.51,37.32,59.67,31.13,16.12,88.29,63.41,70.01,22.39,28.34
ENSMUSG00000028132,Tmem56,0.27,0.21,0.31,5,10.41,0.2,0.25,0.13,5.03,6.89
ENSMUSG00000028133,Rwdd3,1.98,1.57,1.4,1.43,0.79,1.73,1.79,1.6,1.49,1.8
ENSMUSG00000028134,Ptbp2,9.18,7.89,7.71,10.83,8.71,7.15,10.79,10.11,15.2,16.54
ENSMUSG00000028136,Snx27,11.11,10.71,13.15,13.08,11.48,9.27,9.47,11.57,9.58,16.33
ENSMUSG00000028137,Celf3,0.03,0.01,0.13,0.01,0,0.01,0.02,0,0,0.01
ENSMUSG00000028138,Adh5,26.93,22.28,26.5,15.68,15.53,21.28,25.96,24.09,16.63,17.71
ENSMUSG00000028139,Riiad1,0.08,0.08,0.13,0.17,0.4,0,0.03,0.07,0.1,0.09
ENSMUSG00000028140,Mrpl9,19.06,14.92,16.41,14.19,12.47,13.57,17.13,17.47,11.56,16.08
ENSMUSG00000028141,Oaz3,0.09,0.01,0.04,0.07,0.36,0.01,0.03,0,0.14,0.05
ENSMUSG00000028145,Them4,6.88,5.05,5.21,6.71,12.21,4.69,5.41,4.65,8.59,19.16
ENSMUSG00000028148,Them5,434.58,423.08,403.99,240.26,193.05,453.33,388.99,405.84,217.01,250.25
ENSMUSG00000028149,Rap1gds1,18.96,20.79,19.18,17.45,14.7,17.71,17.56,15.58,14.53,15.45
ENSMUSG00000028150,Rorc,4.26,6.26,5.81,3.01,2,8.78,5.47,4.72,2.32,2.6
ENSMUSG00000028152,Tspan5,27.38,28.43,25.53,16.36,19.19,25.18,27.83,25.85,14.05,17.94
ENSMUSG00000028156,Eif4e,55.06,65.2,60.43,77.47,77.7,70.26,59.46,59.33,58.9,63.33
ENSMUSG00000028158,Mttp,2.1,1.42,1.85,1.09,1.21,1.46,1.2,1.27,1.49,1.93
ENSMUSG00000028159,Dapp1,2.58,2.21,2.08,0.86,1.36,1.55,2.26,2.15,1.47,1.81
ENSMUSG00000028161,Ppp3ca,31.6,35.74,37.82,21.82,22.94,35.56,35.87,34.19,25.7,27.01
ENSMUSG00000028163,Nfkb1,24.38,22.36,29.17,15.57,15.99,19.92,20.32,19.28,16.22,17.87
ENSMUSG00000028164,Manba,3.92,3.83,5.47,2.98,3.43,3.61,3.79,5.25,3.49,3.48
ENSMUSG00000028165,Cisd2,15.68,14.54,17.35,14.47,12.93,17.46,18.79,18.85,17.9,17.52
ENSMUSG00000028167,Bdh2,0.28,0.21,0.98,0.3,0.18,0.14,0.52,0.6,0.33,0.31
ENSMUSG00000028172,Tacr3,1.82,1.74,0.86,1.54,1.44,1.44,1.81,1.57,1.56,2.83
ENSMUSG00000028173,Wls,42.93,36.34,42.57,51.29,55.24,32.97,45.86,43.19,57.58,69.58
ENSMUSG00000028174,Rpe65,0.02,0,0.02,0,0,0,0,0,0,0
ENSMUSG00000028175,Depdc1a,4.3,1.8,4.07,2.62,3.21,0.92,1.38,2.01,2.69,3.73
ENSMUSG00000028176,Lrrc7,0.03,0.01,0,0.02,0.02,0,0,0.01,0.02,0.02
ENSMUSG00000028179,Cth,3.07,3.03,3.91,2.01,2.9,3.15,3.45,3.58,2.26,5.9
ENSMUSG00000028180,Zranb2,25.65,23.03,26.93,26.12,24.42,24.12,23.07,25.27,22.09,25.34
ENSMUSG00000028182,Lrriq3,0.29,0.17,0.41,0.13,0.18,0.22,0.13,0.26,0.25,0.22
ENSMUSG00000028184,Lphn2,36.63,42.37,35.31,34.37,46.27,39.97,36.17,31.59,32.94,38.08
ENSMUSG00000028185,Dnase2b,0,0,0,0,0.01,0,0,0,0,0.01
ENSMUSG00000028186,Uox,2.63,1.42,1.02,0.46,2.41,0.05,0.38,0.3,0.61,1.98
ENSMUSG00000028187,Rpf1,15.46,12.75,13.58,11.19,9.31,12.96,13.18,15.36,12.55,14.43
ENSMUSG00000028188,Spata1,1.18,0.89,1.39,1.28,1.08,1.49,1.37,1.61,1.97,1.18
ENSMUSG00000028189,Ctbs,2.56,1.49,2.27,1.74,1.38,1.48,2.24,2.47,2.42,2.31
ENSMUSG00000028191,Bcl10,26.7,25.03,28.69,17.41,17.82,27.5,31.13,34.4,21.55,24.08
ENSMUSG00000028194,Ddah1,0.53,0.46,0.63,2.03,2.07,0.26,0.41,0.38,1.8,1.9
ENSMUSG00000028195,Cyr61,5.43,3.34,7.35,25.77,46.49,3.66,3.68,2.73,22.95,16.65
ENSMUSG00000028197,Col24a1,1.04,1.04,1.35,3.97,3.51,0.61,1.34,0.36,4.72,1.87
ENSMUSG00000028199,Cryz,6.7,4.45,4.91,4.17,3.23,3.55,5.9,4.52,4.06,4.49
ENSMUSG00000028207,Asph,15.77,11.92,14.5,10.08,11.8,11.6,11.57,12.78,11.36,14.25
ENSMUSG00000028211,Trp53inp1,29.23,39.31,23.46,30.71,16.69,29.22,34.98,34.75,33.4,35.56
ENSMUSG00000028212,Ccne2,9.29,4.17,4.59,3.97,3.47,3.77,3.8,4.42,4.35,5.72
ENSMUSG00000028214,Gem,0.81,0.64,1.06,0.76,1,0.35,1.07,0.78,1.13,1.01
ENSMUSG00000028217,Cdh17,0.13,0,0,0.04,0.06,0,0.01,0.01,0.05,0.04
ENSMUSG00000028218,Fam92a,14.2,9.63,10.49,8.75,7.42,8.78,14.42,11.24,10.13,11.64
ENSMUSG00000028221,Tmem55a,6.79,6.45,7.52,6.24,6.65,5.14,7.06,6.58,6.63,8.22
ENSMUSG00000028222,Calb1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028223,Decr1,2.77,1.82,2.41,3.25,3.22,2.13,2.23,2.69,4.16,5.19
ENSMUSG00000028224,Nbn,7.1,5.98,7.36,5.71,5.37,5.65,5.81,5.85,4.89,6.58
ENSMUSG00000028226,Mmp16,0.68,0.68,0.8,1.4,2.14,0.34,0.82,0.44,2.39,1.77
ENSMUSG00000028228,Cpne3,18.06,17.07,19.79,13.87,13.65,14.45,16.16,16.01,13.77,18.34
ENSMUSG00000028229,Rmdn1,4.19,3.05,2.85,4.88,2.72,3.38,3.9,4.11,4.44,5.94
ENSMUSG00000028232,Tmem68,10.53,6.92,9.68,13.14,9.13,6.45,10.87,6.52,8.68,13.27
ENSMUSG00000028233,Tgs1,6.69,5.98,7.14,5.92,5.52,4.14,5.6,5.03,5.93,7.18
ENSMUSG00000028234,Rps20,656.9,485.88,508.72,411.26,306.56,573.1,739.18,745.52,406.58,447.14
ENSMUSG00000028236,Sdr16c5,76.26,57.81,52.06,66.39,50.32,65.61,53.39,82.61,62.9,58.07
ENSMUSG00000028238,Atp6v0d2,1.95,0.94,6.32,3.51,4.16,0.42,0.91,1.68,1.53,2.21
ENSMUSG00000028240,Cyp7a1,0,0,0,0.01,0,0,0,0,0,0
ENSMUSG00000028243,Ubxn2b,1.73,1.31,1.49,1.55,1.55,0.88,1.01,0.99,1.5,2.01
ENSMUSG00000028245,Nsmaf,11.59,11.54,9.23,23.5,32.51,8.29,11.19,9.55,22.67,35.27
ENSMUSG00000028246,Faxc,0.69,0.95,1.61,1.67,1.29,0.94,0.92,0.71,1.1,1.37
ENSMUSG00000028247,Coq3,3.81,2.53,3.19,3.42,2.43,2.22,3.08,2.88,3.68,3.94
ENSMUSG00000028248,Pnisr,13.55,14.42,13.04,14.71,18.34,12.69,14.46,13.86,17.64,18.75
ENSMUSG00000028249,Sdcbp,48.48,41.7,57.64,47.17,38.35,35.56,55.87,51.38,47.52,55.77
ENSMUSG00000028251,Tstd3,0.66,0.25,0.75,0.99,1.11,0.32,0.54,0.43,0.93,1.23
ENSMUSG00000028252,Ccnc,7.75,6.85,7.58,7.68,5.52,4.92,7.49,7.72,7.44,8.52
ENSMUSG00000028255,Clca3,0.03,0,0.03,0,0,0,0,0,0,0
ENSMUSG00000028256,Odf2l,5.26,3.43,4.9,5.21,5.2,3.71,4.41,4.41,6.06,7.78
ENSMUSG00000028259,Fhl5,0.13,0.13,0.1,0.7,0.33,0.07,0.2,0.06,1.02,0.92
ENSMUSG00000028261,Ndufaf4,6.09,3.57,5.25,5.2,5.28,2.93,5.18,4.74,4.68,6.06
ENSMUSG00000028262,Clca2,0.23,0.07,0.09,0.03,0.04,0.19,0.45,0.15,0,0.02
ENSMUSG00000028264,Spaca1,0.13,0.14,0.12,0.11,0.24,0.04,0.04,0.15,0.18,0.04
ENSMUSG00000028266,Lmo4,21.86,16.6,27.64,12.15,11.21,15.85,17.51,18.77,14,14.13
ENSMUSG00000028268,Gbp3,0.25,0.15,0.18,1.78,0.62,0.1,0.71,0.41,0.88,0.37
ENSMUSG00000028270,Gbp2,0.27,0.11,0.39,1.47,0.67,0.06,0.4,0.31,0.63,0.73
ENSMUSG00000028271,Gtf2b,25.6,21.04,24.35,18.42,16.19,26.36,28.67,23.83,18,19.22
ENSMUSG00000028273,Pdlim5,50.21,50.28,48.78,45.83,34.13,43.06,49.29,42.89,35.75,38.4
ENSMUSG00000028274,Rngtt,6.54,5.73,6.58,5.71,6.38,5.37,6.1,6.96,6.24,8.07
ENSMUSG00000028277,Ube2j1,15.23,17.21,25.25,21.09,14.62,21.97,16.52,17.63,14.72,19.2
ENSMUSG00000028278,Rragd,0.14,0.05,0.15,0.11,0.1,0.06,0.16,0.1,0.16,0.25
ENSMUSG00000028280,Gabrr1,0.01,0,0,0,0,0,0,0,0,0
ENSMUSG00000028282,Casp8ap2,5.86,6.2,6.79,3.44,3.86,3.64,5.25,4.51,3.43,5.06
ENSMUSG00000028284,Map3k7,20.72,18.97,20.94,16.18,18,16.23,20.01,18.64,15.53,17.82
ENSMUSG00000028287,1700009N14Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028289,Epha7,0.39,0.26,0.42,0.36,0.31,0.12,0.56,0.32,0.31,0.49
ENSMUSG00000028291,Akirin2,24.21,22.63,20.93,22.58,22.21,22.08,24.94,22.2,21.5,21.21
ENSMUSG00000028292,Rars2,16.48,14.05,14.61,13.17,11.48,14.19,12,14.39,12.15,13.41
ENSMUSG00000028293,Slc35a1,3.29,2.15,2.91,3.94,2.94,1.59,3.47,2.84,3.58,3.1
ENSMUSG00000028294,1700003M02Rik,0,0,0.01,0,0,0.03,0,0.15,0.01,0.02
ENSMUSG00000028295,Smim8,13.59,10.38,11.75,7.98,6.08,11.93,15.88,11.97,7.94,10.48
ENSMUSG00000028298,Cga,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028300,3110043O21Rik,3.87,3.56,4.51,5.4,3.53,2.89,3.92,4.19,5.48,6.84
ENSMUSG00000028307,Aldob,0,0.02,0,0,0,0,0,0,0.01,0
ENSMUSG00000028309,Rnf20,14.7,14.41,14.89,13.39,15.09,12.15,11.87,12.05,13.41,15.86
ENSMUSG00000028310,Ppp3r2,0.02,0,0,0,0.02,0.02,0,0,0.02,0.08
ENSMUSG00000028312,Smc2,10.94,5.41,11.49,5.95,6.45,3.01,3.88,5.72,4.79,7.75
ENSMUSG00000028314,Toporsl,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028318,Polr1e,7.44,6.14,5.59,5.38,6.87,5.59,5.16,6.56,3.48,5.34
ENSMUSG00000028322,Exosc3,9.27,7.82,9.75,8.92,7.85,6.61,8.52,8.82,7.87,10.9
ENSMUSG00000028327,Stra6l,0.1,0.02,0.09,0.06,0.03,0.02,0.09,0.13,0.07,0.07
ENSMUSG00000028328,Tmod1,0.07,0.17,0.11,0.07,0.26,0.14,0.07,0.02,0.18,0.16
ENSMUSG00000028329,Xpa,6.57,6.24,5.9,3.6,3.88,6.78,7.5,7.6,4.86,4.2
ENSMUSG00000028330,Ncbp1,24.41,22.23,23.33,16.55,19.09,19.41,20.15,19.88,15.27,21.26
ENSMUSG00000028331,5830415F09Rik,2.94,2.58,2.45,2.65,2.29,1.8,1.67,2.74,2.26,3.1
ENSMUSG00000028332,Hemgn,0.39,0.23,0.45,0.3,0.48,0.52,0.49,0.57,0.62,0.87
ENSMUSG00000028333,Anp32b,56.65,48.4,58.55,37.99,41.77,36.44,48.37,45.65,34.11,47.93
ENSMUSG00000028334,Nans,12.18,8.06,11.06,10.64,9.51,6.88,7.41,9.39,10.83,10.26
ENSMUSG00000028337,Coro2a,6.54,8.29,9.96,3.22,4.32,6.7,4.32,5.65,3.37,6.12
ENSMUSG00000028339,Col15a1,6.27,5.58,12.64,13.44,15.06,3.22,8.62,6.01,17.04,16.06
ENSMUSG00000028341,Nr4a3,1.01,1.42,3.04,1.53,0.77,0.72,1.01,1.47,1.05,0.75
ENSMUSG00000028343,Erp44,28.21,26.44,27.34,24.65,22.93,27.88,27.55,28.78,23.29,24.54
ENSMUSG00000028344,Invs,0.87,0.82,0.63,1.1,1.47,0.3,0.49,0.45,0.96,1.1
ENSMUSG00000028345,Tex10,9.42,7.89,8.81,9.43,8.24,6.31,8.42,8.47,9.52,12.32
ENSMUSG00000028347,Tmeff1,6.16,5.68,7.77,9.84,9.83,4.78,5.29,4.36,7.83,9.56
ENSMUSG00000028348,Murc,0.28,0.21,0.49,0.64,0.77,0.24,0.27,0.29,0.46,0.7
ENSMUSG00000028351,Brinp1,0.05,0.17,0.12,0.04,0.04,0.04,0.06,0.05,0,0.01
ENSMUSG00000028354,Fmn2,0,0.01,0,0.02,0.01,0,0.16,0.07,0.01,0.06
ENSMUSG00000028356,Ambp,0,0,0.02,0,0,0,0,0,0,0
ENSMUSG00000028357,Kif12,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028358,Zfp618,3.9,4.34,4.91,3.36,7.01,2.89,3,2.24,2.81,3.2
ENSMUSG00000028359,Orm3,0.07,0.1,0,0,0,0.06,0.08,0,0,0.04
ENSMUSG00000028360,Slc44a5,0.03,0.02,0.02,0.01,0,0,0.01,0.01,0.04,0.03
ENSMUSG00000028362,Tnfsf8,0.07,0.05,0.1,0.02,0.02,0.05,0.06,0.04,0.05,0.01
ENSMUSG00000028364,Tnc,50.86,34.42,71.24,69.03,77.36,8.84,32.05,23.61,61.6,59
ENSMUSG00000028367,Txn1,352.59,379.55,464.16,406.56,298.81,308.22,409.79,410.94,317.12,272.11
ENSMUSG00000028369,Svep1,2.53,4.03,2.95,10.45,9.31,1.86,4.44,2.99,10.49,10.91
ENSMUSG00000028370,Pappa,3.18,2.01,3.43,3.23,3.82,1.79,1.94,1.5,2.38,2.67
ENSMUSG00000028373,Astn2,0.18,0.32,0.19,0.19,0.26,0.15,0.2,0.21,0.26,0.36
ENSMUSG00000028378,Ptgr1,12.27,10.81,11.93,5.66,4.83,10.28,12.35,7.2,6.09,6.46
ENSMUSG00000028381,Ugcg,43.58,52.44,39.92,43.06,32.59,60.76,51.46,46.22,35.63,31.21
ENSMUSG00000028382,Ptbp3,147.65,154.91,141.92,108.57,103.25,155.11,144.97,152.01,98.87,120.09
ENSMUSG00000028383,Hsdl2,41.8,30.61,25.36,25.69,21.79,27.32,27.79,30.58,24.98,34.04
ENSMUSG00000028385,Snx30,1.09,1.29,1.36,2.02,2.15,0.98,2.09,0.93,2.24,1.71
ENSMUSG00000028386,Slc46a2,19.62,20.7,16.49,15.21,8.87,35.26,28.72,25.09,15.78,9.77
ENSMUSG00000028389,Zfp37,0.55,0.36,0.26,0.77,0.6,0.29,0.55,0.39,0.83,1.04
ENSMUSG00000028391,Wdr31,1.71,0.78,0.86,0.31,0.75,0.62,0.76,0.81,0.67,0.87
